Renner,€,T,Team,OML,KBK,SAM,STR,NOK,BKC,MSR,RVB,E3,IFF,DDV,RVV,SP,PR,RVL,BR P,AGR,WA P,LBL,Tot Ptn,Ptn/M,#races '26,Opsomming races,Specialiteit,Level
VEISTROFFER Baptiste,2,LOT,Lotto Intermarché,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,WT
FANCELLU Alessandro,2,MBH,MBH Bank CSB Telecom Fort,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
BUDZIŃSKI Marcin,2,MBH,MBH Bank CSB Telecom Fort,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,PT
AMBROSINI Matteo,2,MBH,MBH Bank CSB Telecom Fort,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,PT
BAGATIN Christian,2,MBH,MBH Bank CSB Telecom Fort,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,WT
BRACALENTE Diego,2,MBH,MBH Bank CSB Telecom Fort,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,WT
BURATTI Nicolò,2,MBH,MBH Bank CSB Telecom Fort,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,CT
CHESINI Cesare,2,MBH,MBH Bank CSB Telecom Fort,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,WT
CIPOLLINI Edoardo,2,MBH,MBH Bank CSB Telecom Fort,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,PT
CRETTI Luca,2,MBH,MBH Bank CSB Telecom Fort,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,WT
DINA Márton,2,MBH,MBH Bank CSB Telecom Fort,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
GRUSZCZYNSKI Filip,2,MBH,MBH Bank CSB Telecom Fort,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Climber,WT
MAKRAI Bálint,2,MBH,MBH Bank CSB Telecom Fort,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,WT
MASCIARELLI Lorenzo,2,MBH,MBH Bank CSB Telecom Fort,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,PT
MASNADA Fausto,2,MBH,MBH Bank CSB Telecom Fort,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
NESPOLI Lorenzo,2,MBH,MBH Bank CSB Telecom Fort,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,PT
PEÁK Barnabás,2,MBH,MBH Bank CSB Telecom Fort,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,WT
PERSICO Davide,2,MBH,MBH Bank CSB Telecom Fort,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,PT
TAKÁCS Zsombor Tamás,2,MBH,MBH Bank CSB Telecom Fort,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,WT
VALENT Márk,2,MBH,MBH Bank CSB Telecom Fort,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,WT
VERRE Alessandro,2,MBH,MBH Bank CSB Telecom Fort,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Climber,PT
ZOCCARATO Samuele,2,MBH,MBH Bank CSB Telecom Fort,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,WT
DE BOD Stefan,2,MOD,Modern Adventure Pro Cycling,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,WT
MUNTON Byron,2,MOD,Modern Adventure Pro Cycling,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,WT
CARPENTER Robin,2,MOD,Modern Adventure Pro Cycling,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,PT
Caudell Ezra,2,MOD,Modern Adventure Pro Cycling,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,,WT
FLÓREZ Samuel,2,MOD,Modern Adventure Pro Cycling,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,WT
HAUG Kieran,2,MOD,Modern Adventure Pro Cycling,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,WT
HAYTER Leo,2,MOD,Modern Adventure Pro Cycling,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
Lasker Harry,2,MOD,Modern Adventure Pro Cycling,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,,WT
LÓPEZ Ian,2,MOD,Modern Adventure Pro Cycling,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Climber,PT
MCGILL Scott,2,MOD,Modern Adventure Pro Cycling,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,PT
SCALA Hugo,2,MOD,Modern Adventure Pro Cycling,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,WT
STITES Tyler,2,MOD,Modern Adventure Pro Cycling,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,PT
TOWERS Lucas,2,MOD,Modern Adventure Pro Cycling,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,WT
WRIGHT Paul,2,MOD,Modern Adventure Pro Cycling,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,PT
MAS Enric,4,MOV,Movistar Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
CASTRILLO Pablo,4,MOV,Movistar Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Climber,WT
RUBIO Einer,4,MOV,Movistar Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Climber,WT
TESFATSION Natnael,3,MOV,Movistar Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,PT
GARCÍA PIERNA Raúl,3,MOV,Movistar Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,PT
MILESI Lorenzo,3,MOV,Movistar Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,WT
ROMO Javier,3,MOV,Movistar Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
LÓPEZ Juan Pedro,3,MOV,Movistar Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
FORMOLO Davide,3,MOV,Movistar Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Climber,WT
CEPEDA Jefferson Alveiro,3,MOV,Movistar Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
QUINTANA Nairo,3,MOV,Movistar Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
OLIVEIRA Nelson,3,MOV,Movistar Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,PT
SÁNCHEZ Pelayo,3,MOV,Movistar Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Climber,WT
PESCADOR Diego,2,MOV,Movistar Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Climber,WT
ARCAS Jorge,2,MOV,Movistar Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
HESSMANN Michel,2,MOV,Movistar Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,PT
NOVÁK Pavel,2,MOV,Movistar Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Climber,PT
SERRANO Gonzalo,2,MOV,Movistar Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,WT
TORRES Albert,2,MOV,Movistar Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
STRONG Corbin,4,NSN,NSN Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,WT
VERNON Ethan,4,NSN,NSN Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,WT
LUTSENKO Alexey,4,NSN,NSN Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
FRIGO Marco,3,NSN,NSN Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Climber,PT
STEWART Jake,3,NSN,NSN Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,WT
EINHORN Itamar,3,NSN,NSN Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,WT
HIRT Jan,3,NSN,NSN Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
NEILANDS Krists,3,NSN,NSN Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,WT
WILLIAMS Stephen,3,NSN,NSN Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
GILMORE Brady,2,NSN,NSN Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,WT
CÔTÉ Pier-André,2,NSN,NSN Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,WT
SMITH Dion,2,NSN,NSN Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,PT
BENNETT George,2,NSN,NSN Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
RAISBERG Nadav,2,NSN,NSN Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,WT
MOSCHETTI Matteo,4,Q36.5,Pinarello Q36.5 Pro Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,PT
HARPER Chris,4,Q36.5,Pinarello Q36.5 Pro Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,CT
DUNBAR Eddie,4,Q36.5,Pinarello Q36.5 Pro Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
BENNETT Sam,4,Q36.5,Pinarello Q36.5 Pro Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,WT
CHRISTEN Fabio,3,Q36.5,Pinarello Q36.5 Pro Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,PT
DE LA CRUZ David,3,Q36.5,Pinarello Q36.5 Pro Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,CT
HOWSON Damien,3,Q36.5,Pinarello Q36.5 Pro Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
LIEPIŅŠ Emīls,3,Q36.5,Pinarello Q36.5 Pro Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,WT
VADER Milan,3,Q36.5,Pinarello Q36.5 Pro Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
DONOVAN Mark,2,Q36.5,Pinarello Q36.5 Pro Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
GLOAG Thomas,2,Q36.5,Pinarello Q36.5 Pro Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
AZPARREN Xabier Mikel,2,Q36.5,Pinarello Q36.5 Pro Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,WT
BADILATTI Matteo,2,Q36.5,Pinarello Q36.5 Pro Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
BAX Sjoerd,2,Q36.5,Pinarello Q36.5 Pro Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
CALZONI Walter,2,Q36.5,Pinarello Q36.5 Pro Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,WT
CAMPRUBÍ Marcel,2,Q36.5,Pinarello Q36.5 Pro Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,PT
HOUCOU Emmanuel,2,Q36.5,Pinarello Q36.5 Pro Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,WT
MAŁECKI Kamil,2,Q36.5,Pinarello Q36.5 Pro Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
PARISINI Nicolò,2,Q36.5,Pinarello Q36.5 Pro Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,PT
PIDCOCK Joseph,2,Q36.5,Pinarello Q36.5 Pro Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,WT
VANHOUCKE Harm,2,Q36.5,Pinarello Q36.5 Pro Cycling Team,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
ROGLIČ Primož,7,RBBH,Red Bull - BORA - hansgrohe,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Climber,PT
LIPOWITZ Florian,6,RBBH,Red Bull - BORA - hansgrohe,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
HINDLEY Jai,5,RBBH,Red Bull - BORA - hansgrohe,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
VLASOV Aleksandr,4,RBBH,Red Bull - BORA - hansgrohe,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Climber,WT
FISHER-BLACK Finn,3,RBBH,Red Bull - BORA - hansgrohe,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
DENZ Nico,3,RBBH,Red Bull - BORA - hansgrohe,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,WT
CATTANEO Mattia,3,RBBH,Red Bull - BORA - hansgrohe,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,WT
HAJEK Alexander,2,RBBH,Red Bull - BORA - hansgrohe,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
ZWIEHOFF Ben,2,RBBH,Red Bull - BORA - hansgrohe,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
ALEOTTI Giovanni,2,RBBH,Red Bull - BORA - hansgrohe,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
HERZOG Emil,2,RBBH,Red Bull - BORA - hansgrohe,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,WT
MOSCON Gianni,2,RBBH,Red Bull - BORA - hansgrohe,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,PT
THORNLEY Callum,2,RBBH,Red Bull - BORA - hansgrohe,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,PT
TUCKWELL Luke,2,RBBH,Red Bull - BORA - hansgrohe,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Climber,PT
WANDAHL Frederik,2,RBBH,Red Bull - BORA - hansgrohe,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,PT
RAJOVIĆ Dušan,3,NIP,Solution Tech NIPPO Rali,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,PT
BONNEU Kamiel,2,NIP,Solution Tech NIPPO Rali,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
ARASHIRO Yukiya,2,NIP,Solution Tech NIPPO Rali,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,PT
ARCHIBOLD Franklin,2,NIP,Solution Tech NIPPO Rali,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,PT
BALMER Alexandre,2,NIP,Solution Tech NIPPO Rali,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,WT
CONTI Valerio,2,NIP,Solution Tech NIPPO Rali,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
ĐURIĆ Đorđe,2,NIP,Solution Tech NIPPO Rali,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,WT
FABBRO Matteo,2,NIP,Solution Tech NIPPO Rali,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
FINKŠT Tilen,2,NIP,Solution Tech NIPPO Rali,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,PT
GAZZOLI Michele,2,NIP,Solution Tech NIPPO Rali,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,WT
GONZÁLEZ Roberto Carlos,2,NIP,Solution Tech NIPPO Rali,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,PT
GRANGER Ben,2,NIP,Solution Tech NIPPO Rali,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,WT
IACCHI Alessandro,2,NIP,Solution Tech NIPPO Rali,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
MEO Felix James,2,NIP,Solution Tech NIPPO Rali,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,PT
NENCINI Tommaso,2,NIP,Solution Tech NIPPO Rali,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,PT
PIRAS Andrea,2,NIP,Solution Tech NIPPO Rali,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,PT
REGNANTI Matteo,2,NIP,Solution Tech NIPPO Rali,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,WT
SAMUDIO Carlos,2,NIP,Solution Tech NIPPO Rali,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,WT
UMBA Santiago,2,NIP,Solution Tech NIPPO Rali,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
VERRANDO Luca,2,NIP,Solution Tech NIPPO Rali,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,WT
VIVIANI Attilio,2,NIP,Solution Tech NIPPO Rali,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,WT
LANDA Mikel,4,SQS,Soudal - Quick Step,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Climber,PT
SCHACHMANN Maximilian,4,SQS,Soudal - Quick Step,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
DAINESE Alberto,4,SQS,Soudal - Quick Step,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,WT
HAYTER Ethan,4,SQS,Soudal - Quick Step,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,WT
PARET-PEINTRE Valentin,4,SQS,Soudal - Quick Step,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Climber,PT
VANSEVENANT Mauri,4,SQS,Soudal - Quick Step,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Climber,PT
LECERF Junior,3,SQS,Soudal - Quick Step,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
ZANA Filippo,3,SQS,Soudal - Quick Step,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
CRAS Steff,3,SQS,Soudal - Quick Step,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
GAROFOLI Gianmarco,3,SQS,Soudal - Quick Step,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Climber,WT
EENKHOORN Pascal,3,SQS,Soudal - Quick Step,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,PT
VAN DEN BOSSCHE Fabio,3,SQS,Soudal - Quick Step,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
VAN LERBERGHE Bert,3,SQS,Soudal - Quick Step,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,WT
BASTIAENS Ayco,2,SQS,Soudal - Quick Step,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
REINDERINK Pepijn,2,SQS,Soudal - Quick Step,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,WT
VERVAEKE Louis,2,SQS,Soudal - Quick Step,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
VERVENNE Jonathan,2,SQS,Soudal - Quick Step,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,WT
BAUWENS Siebe,2,TAR,Tarteletto - Isorex,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,,PT
HARTEEL Jelle,2,TAR,Tarteletto - Isorex,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,WT
KILLY Jonah,2,TAR,Tarteletto - Isorex,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
LEFEVRE Fabrice,2,TAR,Tarteletto - Isorex,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,,PT
MARCHAND Gianni,2,TAR,Tarteletto - Isorex,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
ROMMELAERE Iben,2,TAR,Tarteletto - Isorex,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,,WT
TEUGELS Lennert,2,TAR,Tarteletto - Isorex,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,WT
VANHEEL Elias,2,TAR,Tarteletto - Isorex,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,,PT
DEMAN Brem,2,FLB,Team Flanders - Baloise,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,WT
DENS Tuur,2,FLB,Team Flanders - Baloise,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,WT
GEERAERTS Ferre,2,FLB,Team Flanders - Baloise,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,WT
HESTERS Jules,2,FLB,Team Flanders - Baloise,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,PT
HUYSMANS Nolan,2,FLB,Team Flanders - Baloise,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,PT
Thonnon Senne,2,FLB,Team Flanders - Baloise,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,,PT
TORNEY Artuur,2,FLB,Team Flanders - Baloise,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,WT
Van den Haute Milan,2,FLB,Team Flanders - Baloise,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,,WT
VAN HAUTEGEM Leander,2,FLB,Team Flanders - Baloise,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,WT
VANDENABEELE Henri,2,FLB,Team Flanders - Baloise,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
VANDENBRANDEN Noah,2,FLB,Team Flanders - Baloise,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,PT
VERCOUILLIE Victor,2,FLB,Team Flanders - Baloise,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,WT
O'CONNOR Ben,5,JAY,Team Jayco AlUla,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
PLAPP Luke,4,JAY,Team Jayco AlUla,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,PT
ACKERMANN Pascal,4,JAY,Team Jayco AlUla,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,WT
DOUBLE Paul,3,JAY,Team Jayco AlUla,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
VENDRAME Andrea,3,JAY,Team Jayco AlUla,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,PT
ENGELHARDT Felix,3,JAY,Team Jayco AlUla,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,WT
BOUWMAN Koen,3,JAY,Team Jayco AlUla,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
DURBRIDGE Luke,3,JAY,Team Jayco AlUla,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,WT
MEZGEC Luka,3,JAY,Team Jayco AlUla,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,PT
DE PRETTO Davide,2,JAY,Team Jayco AlUla,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,PT
GAMPER Patrick,2,JAY,Team Jayco AlUla,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,WT
HELLEMOSE Asbjørn,2,JAY,Team Jayco AlUla,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
JUUL-JENSEN Christopher,2,JAY,Team Jayco AlUla,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
MCKENZIE Hamish,2,JAY,Team Jayco AlUla,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,WT
PICKERING Finlay,2,JAY,Team Jayco AlUla,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Climber,WT
PORTER Rudy,2,JAY,Team Jayco AlUla,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
SÜTTERLIN Jasha,2,JAY,Team Jayco AlUla,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,WT
ARMITT Hamish,2,NOV,Team Novo Nordisk,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,PT
BEADLE Hamish,2,NOV,Team Novo Nordisk,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,PT
BRAND Sam,2,NOV,Team Novo Nordisk,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
Colladon Jacopo,2,NOV,Team Novo Nordisk,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,,WT
DAUGE Lucas,2,NOV,Team Novo Nordisk,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Climber,PT
DE GRAEVE Quinten,2,NOV,Team Novo Nordisk,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,PT
IRVINE Declan,2,NOV,Team Novo Nordisk,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,TT,WT
Lopez Juan Jose,2,NOV,Team Novo Nordisk,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,,WT
LOZANO David,2,NOV,Team Novo Nordisk,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
Mackie Donovan,2,NOV,Team Novo Nordisk,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,,WT
MCDONALD Bailey,2,NOV,Team Novo Nordisk,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,PT
MULLER Anton,2,NOV,Team Novo Nordisk,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,PT
PERON Andrea,2,NOV,Team Novo Nordisk,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,WT
POLGA Antonio,2,NOV,Team Novo Nordisk,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,PT
POLI Umberto,2,NOV,Team Novo Nordisk,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,WT
Posnic Louis-Marie,2,NOV,Team Novo Nordisk,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,,WT
RIDOLFO Filippo,2,NOV,Team Novo Nordisk,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,WT
SMITH Nathan,2,NOV,Team Novo Nordisk,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,WT
Terrier Lucas,2,NOV,Team Novo Nordisk,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,,PT
WATTELLE Célestin,2,NOV,Team Novo Nordisk,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,WT
EEKHOFF Nils,4,PIC,Team Picnic PostNL,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,WT
POOLE Max,4,PIC,Team Picnic PostNL,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
VAN UDEN Casper,4,PIC,Team Picnic PostNL,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Sprint,WT
KOERDT Bjorn,2,PIC,Team Picnic PostNL,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,PT
MARTINEZ Juan Guillermo,2,PIC,Team Picnic PostNL,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
HAMILTON Chris,2,PIC,Team Picnic PostNL,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,WT
DHONDT Robbe,2,PIC,Team Picnic PostNL,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Hills,WT
DINHAM Matthew,2,PIC,Team Picnic PostNL,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,Oneday,WT
FAURE PROST Alexy,2,PIC,Team Picnic PostNL,,,,,,,,,,,,,,,,,,,,0,"0,0",0,,GC,PT
